Object Name;Object Classification;Epoch (TDB);Orbit Axis (AU);Orbit Eccentricity;Orbit Inclination (deg);Perihelion Argument (deg);Node Longitude (deg);Mean Anomoly (deg);Perihelion Distance (AU);Aphelion Distance (AU);Orbital Period (yr);Minimum Orbit Intersection Distance (AU);Orbital Reference;Asteroid Magnitude
(2009 SL104);Apollo Asteroid;57800;17.899;0.4455;28.139;1.058.255;2.967.532;170.469;0.9925;2.59;2.39;0.0446;21;23.4
(2009 SM104);Aten Asteroid;57800;0.9813;0.3673;96.683;1.389.873;0.8306;1.183.997;0.6209;1.34;0.97;0.0673;11;23.6
(2009 SN104);Amor Asteroid;55101;20.696;0.4516;86.011;1.465.576;1.685.535;155.061;1.135;3;2.98;0.143;5;22.4
(2009 SO104);Amor Asteroid;55101;12.946;0.1764;212.397;3.418.336;44.506;118.154;10.663;1.52;1.47;0.0711;6;26
(2009 SP104);Apollo Asteroid;55101;10.904;0.5327;47.528;667.411;1.777.782;558.803;0.5095;1.67;1.14;0.002;5;26.7
(2009 SR104);Apollo Asteroid;55101;21.552;0.5504;130.856;3.162.333;53.787;109.626;0.9689;3.34;3.16;0.0469;6;25.4
(2009 SS104);Amor Asteroid;57800;26.094;0.5109;164.332;1.988.465;1.874.576;2.650.763;12.762;3.94;4.22;0.2891;15;21
(2009 ST104);Apollo Asteroid;55101;19.467;0.5681;83.847;2.537.568;1.792.491;3.410.932;0.8408;3.05;2.72;0.0423;6;25.3
(2009 SU104);Apollo Asteroid;57800;24.751;0.7029;1.144;829.184;3.543.729;3.113.192;0.7354;4.21;3.89;0.0048;11;25.6
(2009 SB170);Apollo Asteroid;57800;13.455;0.7423;297.715;449.814;1.898.012;3.204.017;0.3468;2.34;1.56;0.1011;10;20.8
(2009 SC170);Apollo Asteroid;55102;1.418;0.3032;3.37;3.258.667;86.252;162.408;0.9881;1.85;1.69;0.0113;5;28
(2009 SP171);Apollo Asteroid;57800;13.556;0.356;256.222;2.851.863;2.231.301;1.312.853;0.873;1.84;1.58;0.061;21;19.2
(2009 SQ171);Amor Asteroid;55103;15.269;0.2913;76.057;1.764.388;1.860.034;16.323;10.821;1.97;1.89;0.0798;5;25.7
(2009 SR171);Apollo Asteroid;57800;12.024;0.2716;164.883;801.398;46.087;1.657.201;0.8758;1.53;1.32;0.048;6;26
(2009 SS171);Amor Asteroid;55104;1.638;0.3337;16.147;1.997.497;1.857.198;3.510.436;10.913;2.18;2.1;0.103;6;24.8
(2009 ST171);Apollo Asteroid;57800;25.772;0.6085;37.439;2.060.009;186.547;2.763.175;10.089;4.15;4.14;0.026;5;26.8
(2009 SU171);Apollo Asteroid;55103;12.178;0.4862;104.721;2.417.115;105.433;551.845;0.6257;1.81;1.34;0.0582;6;23.5
(2009 SV171);Amor Asteroid;57800;26.308;0.5896;129.794;2.332.966;2.092.979;2.467.485;10.797;4.18;4.27;0.1725;30;19.7
(2009 SW171);Amor Asteroid;57800;13.313;0.2334;30.584;1.501.596;1.880.567;3.081.204;10.206;1.64;1.54;0.0256;11;26.1
(2009 SQ172);Amor Asteroid;57800;25.741;0.4992;28.314;2.530.701;1.388.739;2.752.499;12.891;3.86;4.13;0.4992;20;18.6
(2009 SS172);Apollo Asteroid;57800;15.697;0.358;150.944;3.128.874;15.984;296.686;10.077;2.13;1.97;0.0759;8;23.4
(2009 TB);Apollo Asteroid;55106;25.838;0.663;82.241;3.122.522;79.921;81.676;0.8707;4.3;4.15;0.0001;6;29.2
(2009 TJ);Apollo Asteroid;57800;20.648;0.591;48.521;365.529;34.394;158.854;0.8446;3.29;2.97;0.0246;9;22.7
(2009 TK);Amor Asteroid;57800;13.084;0.2047;201.721;1.813.419;1.927.682;3.280.874;10.405;1.58;1.5;0.0418;27;22.3
(2009 TP);Apollo Asteroid;57800;10.292;0.224;0.7886;1.034.584;15.137;2.966.379;0.7987;1.26;1.04;0.0021;9;23.6
(2009 TQ);Apollo Asteroid;57800;12.558;0.2358;128.879;466.455;163.121;531.324;0.9597;1.55;1.41;0.0199;9;25.9
(2009 TS);Apollo Asteroid;57800;1.817;0.4638;84.942;349.271;144.738;3.498.375;0.9743;2.66;2.45;0.0236;10;25.5
(2009 TT);Apollo Asteroid;57800;23.306;0.5711;114.895;203.757;199.85;178.013;0.9996;3.66;3.56;0.0294;12;25.1
(2009 TU);Apollo Asteroid;57800;17.251;0.5583;15.562;1.064.582;1.987.967;1.090.249;0.762;2.69;2.27;0.0016;12;27.3
(2009 TA1);Apollo Asteroid;57800;22.906;0.6639;123.485;2.717.671;2.040.928;227.509;0.7699;3.81;3.47;0.0801;20;20.1
(2009 TJ4);Apollo Asteroid;57800;10.902;0.125;92.283;2.490.179;2.014.152;106.217;0.954;1.23;1.14;0.0266;9;26.1
(2009 TL4);Amor Asteroid;57800;18.542;0.3879;64.846;1.604.396;2.121.391;328.387;11.349;2.57;2.52;0.1415;22;21.5
(2009 TV4);Amor Asteroid;57800;16.896;0.3697;75.823;147.181;354.012;1.272.423;10.649;2.31;2.2;0.0673;9;23.4
(2009 TS7);Apollo Asteroid;55121;22.439;0.6136;4.521;406.075;260.533;201.242;0.8671;3.62;3.36;0.0154;9;23
(2009 TC8);Apollo Asteroid;57800;20.218;0.5258;149.664;3.565.794;2.489.539;2.716.053;0.9587;3.08;2.87;0.0541;15;18.8
(2009 TD8);Aten Asteroid;57800;0.8832;0.245;50.866;1.471.424;204.584;1.709.215;0.6668;1.1;0.83;0.0214;5;26.9
(2009 TF8);Apollo Asteroid;57800;16.255;0.3992;43.305;2.112.483;2.013.472;1.827.539;0.9767;2.27;2.07;0.0118;6;26.5
(2009 TH8);Apollo Asteroid;57800;20.457;0.5935;49.288;497.607;310.613;1.684.013;0.8315;3.26;2.93;0.0091;8;24.9
(2009 TK8);Aten Asteroid;57800;0.9294;0.3402;211.668;2.222.186;292.667;1.704.434;0.6132;1.25;0.9;0.0747;30;20.2
(2009 TL8);Amor Asteroid;57800;24.536;0.5609;41.103;713.851;2.938.445;3.296.229;10.773;3.83;3.84;0.1024;9;22.2
(2009 TM8);Apollo Asteroid;57800;15.553;0.4073;23.873;2.205.081;2.055.114;2.526.926;0.9218;2.19;1.94;0.001;8;28.4
(2009 TN8);Amor Asteroid;57800;15.373;0.3266;134.273;1.971.281;2.039.121;296.039;10.352;2.04;1.91;0.0497;12;24.2
(2009 TO8);Apollo Asteroid;57800;20.245;0.5391;46.948;366.452;290.687;1.851.154;0.9331;3.12;2.88;0.0031;11;26.1
(2009 TP8);Amor Asteroid;55119;12.732;0.1696;131.929;1.730.308;2.039.863;34.202;10.573;1.49;1.44;0.0613;5;26.2
(2009 TQ8);Apollo Asteroid;55121;12.839;0.4225;136.104;956.311;24.948;3.112.583;0.7414;1.83;1.45;0.004;8;24.3
(2009 TE10);Apollo Asteroid;57800;10.121;0.2495;447.442;3.464.537;2.182.925;1.673.459;0.7597;1.26;1.02;0.2427;9;18.8
(2009 TF10);Amor Asteroid;57800;16.654;0.3431;5.274;2.019.671;2.049.298;1.361.484;1.094;2.24;2.15;0.1076;19;22.1
(2009 TM10);Amor Asteroid;57800;2.433;0.4707;27.863;2.842.109;1.311.024;3.244.281;12.877;3.58;3.79;0.3045;25;19.4
(2009 TK12);Apollo Asteroid (Hazard);57800;16.956;0.5847;38.384;2.453.324;2.457.194;79.649;0.7042;2.69;2.21;0.0135;35;20.6
(2009 TD17);Apollo Asteroid;57800;11.268;0.22;0.0784;831.252;2.180.261;1.044.694;0.8789;1.37;1.2;0.0002;5;27.7
(2009 UA);Amor Asteroid;55122;17.058;0.3772;42.068;340.798;3.426.263;25.277;10.624;2.35;2.23;0.0722;8;23.7
(2009 UB);Apollo Asteroid;55121;13.379;0.2913;35.419;3.001.524;217.042;345.973;0.9482;1.73;1.55;0.0194;6;25.5
(2009 UC);Aten Asteroid;57800;0.7599;0.3472;247.749;1.854.128;22.385;1.958.063;0.4961;1.02;0.66;0.0249;7;26.6
(2009 UD);Apollo Asteroid;57800;10.393;0.1216;44.126;2.617.383;2.037.193;2.646.019;0.9129;1.17;1.06;0.0064;12;27.2
(2009 UE);Apollo Asteroid;57800;19.885;0.5062;37.974;91.324;296.313;2.166.861;0.9819;3;2.8;0.0064;8;25.4
(2009 UF);Apollo Asteroid;55123;17.508;0.4231;288.688;314.276;207.395;19.274;1.01;2.49;2.32;0.0997;12;22.6
(2009 UG);Aten Asteroid;57800;0.7884;0.3751;49.635;2.018.501;138.554;3.206.993;0.4927;1.08;0.7;0.0125;20;23.4
(2009 UJ);Apollo Asteroid;57800;25.909;0.6608;72.625;515.661;244.942;2.639.153;0.8789;4.3;4.17;0.0138;8;26.1
(2009 UK);Amor Asteroid;57800;19.786;0.4822;35.267;3.092.675;1.656.743;1.903.793;10.245;2.93;2.78;0.0606;30;19.9
(2009 UL);Apollo Asteroid;55122;12.488;0.4178;138.093;3.122.131;1.942.202;2.838.484;0.727;1.77;1.4;0.1321;8;22.2
(2009 UM);Apollo Asteroid;57800;10.692;0.371;182.472;2.179.917;371.368;3.390.577;0.6726;1.47;1.11;0.1762;14;20.7
(2009 UN);Amor Asteroid;57800;28.458;0.5851;23.651;68.605;348.166;1.871.302;11.807;4.51;4.8;0.1896;13;21.4
(2009 UQ);Apollo Asteroid (Hazard);57800;17.852;0.5344;145.036;3.060.087;87.481;477.413;0.8311;2.74;2.39;0.0172;12;21.7
(2009 UK1);Apollo Asteroid;57800;21.859;0.5671;0.566;461.502;109.199;896.086;0.9462;3.43;3.23;0.0027;5;26.2
(2009 UL1);Apollo Asteroid;55122;13.453;0.4288;33.316;272.296;2.014.096;3.174.033;0.7684;1.92;1.56;0.0601;5;23.7
(2009 UM1);Aten Asteroid;55123;0.9637;0.6024;89.202;3.341.094;1.937.275;2.782.601;0.3831;1.54;0.95;0.0638;7;23.4
(2009 UN1);Amor Asteroid;57800;24.173;0.5616;14.975;39.444;18.121;3.382.597;10.598;3.77;3.76;0.0704;8;25.3
(2009 UO1);Apollo Asteroid;55123;1.521;0.4712;4.013;1.072.311;2.075.257;278.605;0.8044;2.24;1.88;0.0073;6;24.4
(2009 UP1);Apollo Asteroid;57800;1.516;0.403;172.773;1.957.626;2.371.339;312.135;0.905;2.13;1.87;0.0705;17;19.8
(2009 UU1);Apollo Asteroid;57800;11.933;0.3311;116.492;793.721;294.607;176.25;0.7983;1.59;1.3;0.0042;10;24.7
(2009 UD2);Apollo Asteroid;57800;13.927;0.3228;38.381;106.991;26.061;111.319;0.9431;1.84;1.64;0.0382;38;22.2
(2009 UE2);Apollo Asteroid;57800;15.004;0.4578;76.665;1.566.165;3.247.187;2.987.886;0.8136;2.19;1.84;0.0841;13;20.3
(2009 UF2);Amor Asteroid;57800;2.825;0.6353;2.507;2.538.136;1.611.813;1.886.503;10.303;4.62;4.75;0.0594;15;24.4
(2009 UW2);Amor Asteroid;57800;24.761;0.5733;126.605;225.145;191.238;307.524;10.566;3.9;3.9;0.1275;18;20.1
(2009 UN3);Apollo Asteroid (Hazard);57800;23.264;0.576;374.354;3.388.245;1.419.929;3.568.914;0.9865;3.67;3.55;0.024;71;18.5
(2009 UO3);Amor Asteroid;57800;24.528;0.5823;85.333;0.4392;238.819;3.260.744;10.246;3.88;3.84;0.0289;13;23
(2009 UJ5);Apollo Asteroid;57800;24.175;0.5864;80.606;345.454;279.012;3.437.686;0.9998;3.84;3.76;0.0141;10;25.3
(2009 UP5);Amor Asteroid;57800;1.814;0.3474;338.936;3.551.852;166.187;359.721;11.838;2.44;2.44;0.1869;16;19.3
(2009 UQ5);Amor Asteroid;57800;20.748;0.4681;33.589;1.887.699;2.173.603;1.556.186;11.036;3.05;2.99;0.1137;18;24.2
(2009 UR5);Aten Asteroid;55126;0.7726;0.3672;65.944;3.456.663;2.154.223;1.971.028;0.4889;1.06;0.68;0.0239;7;25.7
(2009 UJ14);Amor Asteroid;55127;34.359;0.6922;601.786;1.034.846;2.097.747;131.929;10.576;5.81;6.37;0.4352;7;20.5
(2009 UK14);Apollo Asteroid;57800;17.495;0.4669;2.177;526.817;263.046;412.945;0.9327;2.57;2.31;0.0111;15;25.5
(2009 UX17);Amor Asteroid;57800;11.892;0.0834;108.046;2.784.527;2.161.419;1.391.307;1.09;1.29;1.3;0.15;45;21.5
(2009 UY17);Aten Asteroid (Hazard);57800;0.8184;0.3163;420.443;30.543;2.020.807;943.857;0.5596;1.08;0.74;0.0153;9;20.9
(2009 UZ17);Apollo Asteroid;57800;24.262;0.6261;42.813;1.926.809;1.529.406;3.428.139;0.9072;3.95;3.78;0.0378;12;22.4
(2009 UB19);Amor Asteroid;57800;19.337;0.4537;25.351;1.506.897;2.084.733;268.492;10.564;2.81;2.69;0.0582;8;23.3
(2009 UC19);Apollo Asteroid;57800;10.811;0.298;110.041;82.048;2.120.153;245.266;0.759;1.4;1.12;0.0172;11;25.1
(2009 UD19);Apollo Asteroid;57800;16.711;0.4174;35.701;2.415.685;2.046.107;1.171.357;0.9736;2.37;2.16;0.0396;14;24
(2009 UE19);Amor Asteroid;57800;26.338;0.5377;200.034;3.492.471;422.482;2.572.537;12.175;4.05;4.27;0.23;15;20.5
(2009 US19);Apollo Asteroid;55130;17.484;0.4712;101.055;2.293.863;2.117.369;342.386;0.9245;2.57;2.31;0.027;8;23.4
(2009 UT19);Aten Asteroid;55129;0.8892;0.6536;94.247;3.281.648;2.126.857;2.655.786;0.308;1.47;0.84;0.028;7;22.5
(2009 UU19);Amor Asteroid;55129;14.653;0.238;174.713;1.546.581;2.078.861;170.303;11.166;1.81;1.77;0.1358;5;24.8
(2009 UV19);Apollo Asteroid;55129;17.075;0.4136;18.527;2.803.793;581.796;21.499;10.012;2.41;2.23;0.03;5;24.8
(2009 UW19);Apollo Asteroid;55129;1.642;0.4026;257.705;2.967.964;37.807;261.135;0.9809;2.3;2.1;0.1383;7;23.2
(2009 UX19);Apollo Asteroid;57800;12.547;0.8325;160.009;1.007.302;609.799;350.379;0.2102;2.3;1.41;0.1598;14;18.9
(2009 UY19);Apollo Asteroid;57800;10.236;0.0308;90.538;998.528;330.365;2.863.073;0.9921;1.06;1.04;0.0117;24;23.4
(2009 UZ19);Apollo Asteroid;55131;16.267;0.3797;5.259;47.174;351.859;3.575.625;10.091;2.24;2.07;0.0166;9;26.2
(2009 UK20);Apollo Asteroid;57800;10.537;0.2074;28.473;277.442;215.981;194.536;0.8352;1.27;1.08;0.0062;11;26.3
(2009 UL20);Amor Asteroid;57800;24.655;0.5527;20.472;1.704.786;194.704;3.251.143;11.027;3.83;3.87;0.1017;10;23.9
(2009 UK28);Amor Asteroid;57800;21.787;0.4098;274.212;330.171;526.611;1.043.077;1.286;3.07;3.22;0.3309;24;19.7
(2009 UL28);Apollo Asteroid;55133;20.325;0.5344;28.761;2.350.206;2.064.225;3.475.276;0.9463;3.12;2.9;0.0212;12;24.8
(2009 UM28);Amor Asteroid;55133;18.914;0.4323;87.972;96.618;327.625;356.807;10.737;2.71;2.6;0.083;7;23.6
(2009 US87);Amor Asteroid;57800;16.401;0.2398;0.537;3.231.103;1.046.246;1.561.825;12.468;2.03;2.1;0.2611;18;22
(2009 UT87);Amor Asteroid;57800;25.852;0.5721;88.078;3.319.225;351.873;2.754.534;11.062;4.06;4.16;0.125;7;22.9
(2009 UU87);Apollo Asteroid;55131;16.798;0.3964;169.796;2.074.052;2.163.583;3.482.402;10.139;2.35;2.18;0.0503;6;25.5
(2009 UV87);Amor Asteroid;55132;2.532;0.5822;105.623;1.797.638;213.387;0.1193;10.579;4.01;4.03;0.0638;7;24.8
(2009 UW87);Apollo Asteroid;57800;1.938;0.5425;12.454;2.345.138;2.096.389;2.408.578;0.8867;2.99;2.7;0.0033;7;28
(2009 UX87);Apollo Asteroid;57800;1.096;0.1137;129.159;572.963;352.807;842.693;0.9714;1.22;1.15;0.0253;11;25.3
(2009 UY87);Apollo Asteroid;55139;22.424;0.6926;8.01;1.352.744;3.545.029;3.463.891;0.6894;3.8;3.36;0.0707;14;19.3
(2009 UZ87);Aten Asteroid;57800;0.9237;0.1879;37.785;452.949;2.185.084;1.952.145;0.7501;1.1;0.89;0.0119;8;25.9
(2009 VA);Apollo Asteroid;55141;1.428;0.3573;75.411;223.991;224.542;3.389.461;0.9177;1.94;1.71;0.0001;5;28.6
(2009 VP);Apollo Asteroid;57800;13.745;0.3321;216.509;2.919.562;483.404;2.196.187;0.9179;1.83;1.61;0.0776;13;22.7
(2009 VQ);Apollo Asteroid;57800;24.211;0.5846;47.704;3.537.318;441.175;3.366.065;10.057;3.84;3.77;0.0159;8;26.3
(2009 VR);Apollo Asteroid;57800;15.693;0.3957;50.617;41.434;454.497;2.343.484;0.9484;2.19;1.97;0.014;7;28.1
(2009 VS);Apollo Asteroid;57800;1.29;0.3345;140.027;1.057.026;227.267;26.269;0.8585;1.72;1.47;0.0378;8;24.9
(2009 VT);Apollo Asteroid;57800;13.695;0.3995;34.009;3.001.819;2.147.375;1.298.898;0.8224;1.92;1.6;0.0096;14;22.2
(2009 VW);Apollo Asteroid (Hazard);57800;14.396;0.5624;7.159;2.560.597;544.447;1.089.871;0.6299;2.25;1.73;0.0278;23;21.6
(2009 VX);Apollo Asteroid;57800;25.291;0.6621;67.382;521.987;471.868;2.818.122;0.8545;4.2;4.02;0.0065;9;26.2
(2009 VZ);Apollo Asteroid (Hazard);57800;14.123;0.3251;123.076;2.214.267;2.337.041;963.787;0.9531;1.87;1.68;0.022;27;21.3
(2009 VA1);Amor Asteroid;57800;24.414;0.5743;347.523;1.345.067;2.075.201;3.340.693;10.393;3.84;3.81;0.1515;18;18.8
(2009 VB1);Amor Asteroid;55146;15.983;0.3012;310.073;217.987;2.280.152;339.667;1.117;2.08;2.02;0.1775;8;23.7
(2009 VC1);Apollo Asteroid;55147;18.181;0.5151;41.597;2.336.408;2.318.455;3.428.604;0.8816;2.75;2.45;0.0081;8;27
(2009 VN1);Apollo Asteroid;57800;10.087;0.1799;237.176;461.567;2.308.362;1.809.995;0.8273;1.19;1.01;0.1157;9;24.2
(2009 VT1);Apollo Asteroid;57800;19.843;0.5036;0.2682;1.784.854;2.169.325;2.192.259;0.9851;2.98;2.8;0.0007;6;29.5
(2009 VJ24);Apollo Asteroid;55148;18.149;0.4794;112.898;574.642;370.615;342.02;0.9448;2.69;2.45;0.067;8;22.1
(2009 VK24);Amor Asteroid;55146;17.566;0.4118;54.927;448.967;271.282;3.508.172;10.333;2.48;2.33;0.0735;5;24.1
(2009 VL24);Apollo Asteroid;55147;18.511;0.5776;19.342;3.128.695;169.817;228.485;0.782;2.92;2.52;0.0104;7;24.4
(2009 VM24);Apollo Asteroid;57800;11.145;0.2322;116.481;886.255;464.433;31.226;0.8557;1.37;1.18;0.0345;5;26.6
(2009 VQ25);Apollo Asteroid;55146;17.089;0.5244;618.994;6.183;139.113;92.886;0.8127;2.61;2.23;0.1849;5;18.6
(2009 VR25);Apollo Asteroid;55148;15.003;0.4556;40.438;798.013;396.051;3.303.572;0.8168;2.18;1.84;0.0191;8;23.4
(2009 VS25);Aten Asteroid;57800;0.9707;0.2808;53.223;3.155.833;2.265.178;1.061.992;0.6981;1.24;0.96;0.0392;8;24.4
(2009 VY25);Amor Asteroid;57800;23.265;0.4831;43.343;28.385;2.956.222;539.661;12.026;3.45;3.55;0.1943;51;19.6
(2009 VZ25);Amor Asteroid;57800;28.447;0.589;2.182;1.725.376;2.489.363;1.817.089;11.691;4.52;4.8;0.1824;11;23.7
(2009 VA26);Apollo Asteroid (Hazard);57800;1.513;0.3837;389.482;3.074.605;2.307.358;2.402.191;0.9325;2.09;1.86;0.0338;18;20.7
(2009 VZ39);Apollo Asteroid;55145;14.828;0.3824;25.215;408.053;525.166;3.397.894;0.9157;2.05;1.81;0.0017;8;28.07
(2009 VP44);Apollo Asteroid;55150;25.065;0.5979;21.418;1.953.152;2.312.933;3.571.892;10.078;4.01;3.97;0.031;5;25.9
(2009 VQ44);Apollo Asteroid (Hazard);55154;13.441;0.7264;297.894;237.919;467.809;353.003;0.3677;2.32;1.56;0.0187;9;21.9
(2009 VR44);Apollo Asteroid;55155;18.427;0.4797;73.502;3.136.907;552.581;163.715;0.9587;2.73;2.5;0.0355;7;25
(2009 VS44);Apollo Asteroid;57800;15.809;0.4212;98.124;3.111.481;518.354;2.528.204;0.9151;2.25;1.99;0.0166;8;25.5
(2009 WA);Apollo Asteroid;57800;11.357;0.1447;298.425;711.449;475.557;3.002.494;0.9713;1.3;1.21;0.0706;18;21.2
(2009 WB);Apollo Asteroid;57800;16.593;0.3915;123.896;3.375.615;572.594;1.489.195;10.096;2.31;2.14;0.0391;14;24.2
(2009 WC);Apollo Asteroid;57800;14.848;0.3529;53.345;372.226;546.452;3.453.648;0.9608;2.01;1.81;0.0147;6;27.7
(2009 WD);Amor Asteroid;57800;18.332;0.3145;412.206;3.429.471;353.965;3.418.854;12.566;2.41;2.48;0.2752;20;20.4
(2009 WE);Apollo Asteroid;57800;15.504;0.3787;290.764;720.712;518.668;2.365.463;0.9632;2.14;1.93;0.1669;10;22.3
(2009 WF);Apollo Asteroid;57800;13.853;0.3285;158.035;766.244;2.691.451;2.035.628;0.9302;1.84;1.63;0.0894;32;19.8
(2009 WJ1);Apollo Asteroid (Hazard);57800;2.467;0.6739;0.6162;1.947.355;276.872;3.000.506;0.8045;4.13;3.87;0.0072;14;21.2
(2009 WK1);Apollo Asteroid;57800;16.014;0.3672;32.754;1.958.716;2.334.501;2.021.061;10.134;2.19;2.03;0.0302;7;27.2
(2009 WL1);Amor Asteroid;57800;17.863;0.3352;290.128;3.229.589;650.201;323.412;11.876;2.39;2.39;0.2503;31;18.6
(2009 WM1);Apollo Asteroid (Hazard);57800;11.805;0.1691;257.665;1.626.032;2.402.777;2.499.853;0.981;1.38;1.28;0.0006;27;20.4
(2009 WJ6);Apollo Asteroid;57800;17.674;0.6332;5.043;2.630.337;2.387.094;97.965;0.6483;2.89;2.35;0.0006;7;27.4
(2009 WK6);Apollo Asteroid;57800;23.615;0.5999;67.255;890.923;2.549.193;244.714;0.9447;3.78;3.63;0.0931;19;19.3
(2009 WL6);Amor Asteroid;57800;27.236;0.5673;135.356;13.912;237.686;219.923;11.786;4.27;4.49;0.183;9;20.2
(2009 WM6);Apollo Asteroid;55154;10.573;0.3465;198.923;661.691;2.313.941;744.688;0.6909;1.42;1.09;0.0598;6;23.8
(2009 WN6);Apollo Asteroid;57800;15.928;0.3903;0.7378;3.176.963;573.011;2.377.568;0.9711;2.21;2.01;0.0043;7;24.7
(2009 WP6);Apollo Asteroid;55154;11.312;0.7416;27.777;2.279.489;544.648;41.18;0.2923;1.97;1.2;0.001;6;26.8
(2009 WQ6);Aten Asteroid;57800;0.8666;0.4086;58.169;227.347;556.022;837.678;0.5125;1.22;0.81;0.0024;5;29.2
(2009 WX6);Apollo Asteroid;55156;17.589;0.5419;14.016;3.326.978;134.741;217.047;0.8057;2.71;2.33;0.0138;11;23.9
(2009 WD7);Apollo Asteroid;55156;24.146;0.5931;10.731;104.419;2.746.278;87.213;0.9825;3.85;3.75;0.0163;8;25.7
(2009 WG7);Apollo Asteroid;55155;12.415;0.2541;33.497;2.921.912;616.176;396.682;0.9261;1.56;1.38;0.019;6;26.6
(2009 WV7);Apollo Asteroid;57800;14.641;0.3157;36.554;342.866;477.564;190.817;10.019;1.93;1.77;0.0322;8;25.9
(2009 WW7);Apollo Asteroid;57800;10.905;0.2616;2.524;2.737.694;571.599;186.083;0.8052;1.38;1.14;0.0018;7;28.9
(2009 WX7);Apollo Asteroid;57800;18.076;0.4573;29.198;3.366.204;601.603;3.596.403;0.9809;2.63;2.43;0.0079;8;26.9
(2009 WY7);Aten Asteroid;57800;0.6499;0.6081;40.056;1.722.935;641.192;122.411;0.2547;1.05;0.52;0.01;11;24.1
(2009 WZ7);Apollo Asteroid;57800;19.378;0.6891;206.722;2.504.957;765.275;2.707.697;0.6025;3.27;2.7;0.1018;14;19.8
(2009 WM8);Apollo Asteroid;55154;18.199;0.4437;140.496;1.815.628;2.372.102;0.182;10.125;2.63;2.46;0.0243;6;24.8
(2009 WN8);Aten Asteroid;57800;0.8482;0.3579;127.603;2.206.685;586.874;2.031.033;0.5447;1.15;0.78;0.0151;7;25.2
(2009 WO8);Apollo Asteroid;55156;15.532;0.35;82.541;1.944.049;2.376.653;3.539.746;10.096;2.1;1.94;0.0282;6;27.2
(2009 WB11);Apollo Asteroid;55157;1.729;0.4729;39.387;3.062.333;584.839;195.818;0.9113;2.55;2.27;0.0141;7;25.4
(2009 WC11);Amor Asteroid;57800;23.994;0.498;23.439;3.420.662;730.032;3.435.869;12.046;3.59;3.72;0.217;12;22.1
(2009 WD11);Apollo Asteroid;57800;10.664;0.4082;116.491;127.445;653.833;1.211.325;0.6311;1.5;1.1;0.0748;20;22
(2009 WN25);Amor Asteroid;57800;32.685;0.6626;720.004;1.809.213;2.320.718;802.711;11.029;5.43;5.91;0.1145;31;18.4
(2009 WP25);Apollo Asteroid;57800;13.979;0.7725;275.358;289.878;2.452.449;1.769.683;0.318;2.48;1.65;0.2027;24;19.6
(2009 WQ25);Apollo Asteroid;55158;24.781;0.7184;44.572;2.862.987;447.644;144.556;0.6978;4.26;3.9;0.0009;8;23.9
(2009 WR25);Aten Asteroid;57800;0.8675;0.4809;317.202;313.339;2.382.362;918.245;0.4503;1.28;0.81;0.1048;16;21.6
(2009 WS25);Apollo Asteroid;57800;11.964;0.1522;147.683;2.188.607;2.394.304;1.610.877;10.143;1.38;1.31;0.0555;5;25.1
(2009 WT25);Amor Asteroid;57800;22.644;0.4596;54.117;1.727.049;2.482.258;450.908;12.237;3.31;3.41;0.2373;9;23.1
(2009 WU25);Apollo Asteroid;57800;2.416;0.6012;54.072;3.312.536;607.368;3.394.193;0.9635;3.87;3.76;0.0107;5;25
(2009 WV25);Apollo Asteroid;57800;14.007;0.4269;0.4122;1.550.331;3.418.782;967.992;0.8028;2;1.66;0.0052;32;24
(2009 WW25);Amor Asteroid;57800;19.764;0.4536;14.836;1.560.794;2.691.939;212.339;10.799;2.87;2.78;0.0944;19;20.7
(2009 WV51);Apollo Asteroid;57800;11.667;0.4327;84.473;957.422;621.258;2.192.843;0.6619;1.67;1.26;0.0015;7;27.1
(2009 WY51);Apollo Asteroid;55161;2.617;0.7113;118.135;871.458;2.493.378;155.091;0.7554;4.48;4.23;0.0665;9;21.8
(2009 WZ51);Apollo Asteroid;55158;2.367;0.5777;89.269;3.374.498;577.561;55.493;0.9995;3.73;3.64;0.0301;5;25.4
(2009 WA52);Apollo Asteroid;55160;18.025;0.4759;17.903;2.140.009;2.533.995;3.450.343;0.9448;2.66;2.42;0.0026;7;26.3
(2009 WB52);Amor Asteroid;55158;17.004;0.3735;119.904;160.365;575.004;3.544.488;10.653;2.34;2.22;0.0855;5;25.7
(2009 WC52);Amor Asteroid;57800;25.226;0.5545;7.151;1.492.251;1.786.716;3.205.711;11.239;3.92;4.01;0.1293;11;18.5
(2009 WD52);Amor Asteroid;55159;13.142;0.2258;302.119;3.268.895;616.019;208.233;10.174;1.61;1.51;0.0598;6;24.9
(2009 WQ52);Apollo Asteroid;57800;25.608;0.6596;57.282;493.411;612.165;2.671.915;0.8718;4.25;4.1;0.0073;7;28.1
(2009 WR52);Apollo Asteroid;57800;10.336;0.1552;42.419;2.699.151;610.198;297.154;0.8732;1.19;1.05;0.0015;9;28.3
(2009 WS52);Amor Asteroid;55159;1.775;0.3958;279.582;1.572.829;2.400.212;100.058;10.725;2.48;2.36;0.1055;6;23.5
(2009 WZ53);Apollo Asteroid;55160;11.379;0.2422;327.464;1.114.604;615.836;2.760.651;0.8623;1.41;1.21;0.0267;6;24.2
